id,title,category,course_url
32939,Astronomy - State of the Art,Teaching & Academics,/course/astronomy-state-of-the-art/
33002,SAP SD Training - in Plain English,Office Productivity,/course/sap-sd-training/
34049,Mastering Microsoft PowerPoint Made Easy Training Tutorial,Office Productivity,/course/mastering-microsoft-powerpoint-made-easy-training-tutorial/
34268,QMS Auditor / Lead Auditor Course,Business,/course/iso-9001-qms-auditor-lead-auditor-course/
38034,Learning How to Learn From Video Courses,Personal Development,/course/katyaseberson/
38282,Photography: Ditch Auto - Start Shooting in Manual,Photography & Video,/course/ditch-auto-start-shooting-in-manual/
38545,Minute Taking at Meetings,Business,/course/minute-taking-at-meetings/
39115,Java Design Patterns and Architecture,Development,/course/java-design-patterns-tutorial/
39292,Microsoft Excel 2013  Advanced. Online Excel Training Course,Office Productivity,/course/advanced-microsoft-excel-2013-online-excel-course/
40017,Web Hosting 101: Get Your Website Live on the Web in No Time,Design,/course/web-hosting-101/
41305,Learn SAP Course - Online Beginner Training,Office Productivity,/course/learn-sap/
41884,Acoustic Guitar and Electric Guitar Lessons: Getting Started,Music,/course/getting-started-with-playing-guitar/
41295,Learn HTML5 Programming From Scratch,Development,/course/learn-html5-programming-from-scratch/
42271,Complete Guitar Lessons System - Beginner to Advanced,Music,/course/complete-guitar-system-beginner-to-advanced/
42307,Excel Desde Cero - Nivel Básico e Intermedio,Office Productivity,/course/excel-desde-cero-nivel-basico-e-intermedio/
43319,Options Trading Basics (3-Course Bundle),Finance & Accounting,/course/learn-options-trading-courses/
43718,C++: From Beginner to Expert,Development,/course/video-course-c-from-beginner-to-expert/
43540,Critical Thinker Academy: Learn to Think Like a Philosopher,Teaching & Academics,/course/critical-thinker-academy/
44058,Salary Negotiation: Learn the Negotiation Mindset,Business,/course/how-to-negotiate-salary-the-negotiation-mindset/
45229,Tech Basics: Cables & Connectors,IT & Software,/course/tech101-cables-and-connectors/
46912,How To Become a Bestselling Author on Amazon Kindle,Business,/course/kindle-publishing-course/
47285,Mind Mapping Mastery –> Effective Mind Maps -> Step by Step,Personal Development,/course/the-secrets-of-effective-mind-mapping/
47817,Learn Ruby on Rails from Scratch,Development,/course/learn-ruby-on-rails-from-scratch/
48841,Accounting in 60 Minutes - A Brief Introduction,Finance & Accounting,/course/accounting-in-60-minutes-a-brief-introduction/
49250,Microsoft Excel - From Beginner to Expert in 6 Hours,Office Productivity,/course/thebestexcel/
49798,Bitcoin or How I Learned to Stop Worrying and Love Crypto,Finance & Accounting,/course/bitcoin-or-how-i-learned-to-stop-worrying-and-love-crypto/
49886,Business Analysis:  Working with Use Cases,Finance & Accounting,/course/usecases/
50735,Google Ads for Beginners,Marketing,/course/learn-google-adwords-course-for-beginners/
53600,Useful Excel for Beginners,Office Productivity,/course/useful-excel-for-beginners/
53670,Selenium 4 WebDriver with Java(Basics + Advance + Architect),Development,/course/selenium-training/
55577,Mastering Adobe Photoshop CC,Design,/course/adobe-photoshop-cc/
58207,User Experience Design Fundamentals,Design,/course/user-experience-design-fundamentals/
59527,"Reiki Level I, II and Master/Teacher Program",Lifestyle,/course/reikicourse/
60344,Programming for Kids - How to Make Coding Fun,Development,/course/programming-for-kids-how-to-make-coding-fun/
60346,New CCNAx 200-125 Routing and Switching,IT & Software,/course/newccnax-200-120/
62109,Computer Forensics Fundamentals,IT & Software,/course/computer-forensics-fundamentals/
62497,How to Draw Cute Cartoon Characters,Design,/course/draw-cute-characters/
62606,American Sign Language Level 1,Teaching & Academics,/course/cwamerican-sign-language-introduction/
62721,Anatomy for Figure Drawing: Mastering the Human Figure,Design,/course/anatomy-for-figure-drawing-and-comics/
62768,Complete Wordpress Training For Beginners,Design,/course/complete-wordpress-course-for-beginners/
63229,Ultimate Excel VBA,Office Productivity,/course/ultimate-excel-vba/
64098,Cloud Computing With Amazon Web Services,IT & Software,/course/cloud-computing-with-amazon-web-services-part-1/
64143,Certificate in Ericksonian Hypnotherapy (Hypnosis Training),Lifestyle,/course/certificate-in-ericksonian-hypnotherapy/
64422,1 Hour HTML,Development,/course/1-hour-html/
65306,Adobe Illustrator: Mastering the Fundamentals,Design,/course/adobe-illustrator-training/
65330,Web Development By Doing: HTML / CSS From Scratch,Development,/course/web-development-learn-by-doing-html5-css3-from-scratch-introductory/
65618,Mastering Modbus RS485 Network Communication,IT & Software,/course/mastering-modbus-rs485-network-communication/
65830,The Java Spring Tutorial: Learn Java's Popular Web Framework,Development,/course/javaspring/
70030,Elite Singing Techniques - Phase I,Music,/course/elite-singing-techniques-phase-1/
71688,Adobe Illustrator CC Tutorial - Training Taught By Experts,Design,/course/adobe-illustrator-cc-tutorial/
72964,Real WINNER Beginners Watercolor gives the ESSENTIAL BASICS.,Lifestyle,/course/painting-for-the-petrified/
74092,Job Interview Skills Training Course,Personal Development,/course/find-a-job-interview-skills-training-course/
76838,Master Computers - From Beginner to Expert in One Week,IT & Software,/course/computers/
76978,Understanding and Complying with HIPAA,Business,/course/hipaa-training/
78104,Habilidades gerenciales para el pequeño empresario,Business,/course/habilidades-gerenciales-para-el-pequeno-empresario/
80940,Build Websites from Scratch with HTML & CSS,Development,/course/build-website-scratch/
81368,Programming for Entrepreneurs - HTML & CSS,Development,/course/programming-for-entrepreneurs/
81372,Cómo Programar para Emprendedores - HTML y CSS,Development,/course/como-programar-para-emprendedores-html-y-css/
81534,Make Money from Home: How to Build an Online Business,Business,/course/how-to-build-an-online-business-a-complete-business-plan/
82056,SAP Debugging for Functional Consultants,IT & Software,/course/sap-abap-debugging-for-functional-consultants/
83464,IP Addressing and Subnetting ,IT & Software,/course/ip-adressing-and-subnetting/
85450,Oracle SQL - A Complete Introduction,Development,/course/introduction-to-oracle-sql/
86390,Learn SAP ABAP Objects - Online Training Course,Office Productivity,/course/abap-objects/
86656,CNC Programming with G Code for Beginners,Development,/course/cnc-programming-for-beginners/
87634,How to Become a Transcriptionist,Business,/course/how-to-become-a-transcriptionist/
88188,"Learn 5 PLCs in a Day-AB, Siemens, Schneider, Omron & Delta",IT & Software,/course/nfi-plc-online-leaning/
95246,Linux Command Line Basics,IT & Software,/course/linux-command-line-volume1/
94432,Learn PHP Fundamentals From Scratch,Development,/course/learn-php-fundamentals-from-scratch/
97280,Metodología de la Investigación y Proyectos,Business,/course/metodologiadelainvestigacion/
101866,Cómo Programar para Emprendedores - JavaScript,Development,/course/curso-de-javascript/
103738,Double Your Confidence & Self Esteem - Complete Blueprint,Personal Development,/course/double-your-confidence-self-esteem/
108662,ZBHD - Programa de meditação mindfulness,Health & Fitness,/course/mindfulnesszbhd/
109880,Comprehensive Microsoft Excel,Office Productivity,/course/comprehensive-microsoft-excel-tutorial/
110240,How to Manage & Influence Your Virtual Team,Business,/course/virtual-teams/
111712,C Programming For Beginners,Development,/course/c-programming-for-beginners/
115234,Dominando WordPress sin programación,Design,/course/dominando-wordpress/
115440,Strategic Innovation,Business,/course/applied-innovation/
116292,SEO Your Resume: Bypass HR with Keyword Optimization,Marketing,/course/seo-your-resume-bypass-hr-with-keyword-optimization/
116286,Workshop in Probability and Statistics,Teaching & Academics,/course/statshelp/
117490,Become a Calculus 1 Master,Teaching & Academics,/course/calculus1/
118042,PLC Fundamentals (Level I),IT & Software,/course/plc-programming-from-scratch/
120058,Cisco CCNA 200-301 en español,IT & Software,/course/redes-con-equipos-cisco-ccna-200-120/
120820,Programming for Complete Beginners in C#,Development,/course/programming-for-complete-beginners-in-csharp/
120872,Customer Success | How to Understand Your Customers,Business,/course/how-to-understand-your-customers/
120600,Radiate Confidence: How to Create a 1000 Watt Presence,Personal Development,/course/1000-watt-presence/
125808,World-Class HR: 21st Century Talent Management,Business,/course/world-class-hr-21st-century-talent-management/
125958,In-Depth Software Testing Training Course From Scratch,Development,/course/qa-software-testing-training-course/
128082,The Ultimate QuickBooks Pro Training Bundle - 70+ Hours,Office Productivity,/course/the-ultimate-quickbooks-pro-training-bundle/
128786,Oracle PL/SQL Fundamentals vol. I & II,Office Productivity,/course/oracle-plsql-fundamentals-vol-i-ii/
128550,Microsoft SQL Server 2012 Certification Training Exam 70-461,Development,/course/microsoft-sql-server-2012-certification-70-461/
129118,Product Management 101,Business,/course/productmanagement101/
128946,Learn Responsive Web Development from Scratch,Development,/course/learn-responsive-web-development-from-scratch/
130064,Practical PHP: Master the Basics and Code Dynamic Websites,Development,/course/code-dynamic-websites/
131816,The Agile Samurai Bootcamp,Development,/course/the-agile-samurai-bootcamp/
131416,Hyperthinking: improve your day to day learning & creativity,Personal Development,/course/hyperthinking-upgrade-your-mind-to-success-on-business/
133536,Stock Market Investing for Beginners,Finance & Accounting,/course/the-beginners-guide-to-the-stock-market/
133428,Accounting: From Beginner to Advanced!,Finance & Accounting,/course/accounting101/
137230,The Secrets to Drawing,Lifestyle,/course/the-secrets-to-drawing/
137144,Public Speaking and Presentations Pro: No Beginners Allowed!,Business,/course/give-a-dazzling-keynote-presentation/
137194,Complete Linux course: Become a Linux professional,IT & Software,/course/linux-crash-course/
138374,Beginner Nikon Digital SLR (DSLR) Photography,Photography & Video,/course/jp-nikon-dslr-for-beginners/
139200,Powerful speaking,Business,/course/powerful-speaking/
139166,Conscious Listening,Business,/course/conscious-listening/
142490,Mastering Architecture and Real Estate Photography,Photography & Video,/course/mastering-architecture-and-real-estate-photography/
143564,Mini Habit Mastery: The Scientific Way To Change Your Habits,Personal Development,/course/mini-habit-mastery/
146156,Become an Android Developer from Scratch,Development,/course/become-an-android-developer-from-scratch/
145854,Russian Made Easy - Accelerated Learning for Russian,Teaching & Academics,/course/russian-made-easy-accelerated-learning-for-russian/
147582,So You Want to be a Network Engineer?,IT & Software,/course/network-engineer-taster-courses/
148902,Fundamentals of Analyzing Real Estate Investments,Business,/course/real-estate-investment-analysis/
149006,Create a WordPress Website for Your Web Design Business,Design,/course/create-wordpress-website-for-your-web-design-business/
149910,Linux for Beginners,IT & Software,/course/linuxforbeginners/
151198,"Basics of Scrum, Agile and Project Delivery",Business,/course/scrum-methodology/
151668,Introduction to Financial Modeling,Finance & Accounting,/course/financial-modeling-asimplemodel/
156022,SOC Verification using SystemVerilog,IT & Software,/course/soc-verification-systemverilog/
157842,Hacking in Practice: Intensive Ethical Hacking MEGA Course,IT & Software,/course/hacking-in-practice-intensive-ethical-hacking-mega-course/
164058,The Ultimate Excel Programmer Course,Development,/course/ultimate-excel-programmer/
164554,AngularJS JumpStart with Dan Wahlin,Development,/course/angularjs-jumpstart/
166240,Managing Change:  Learn to thrive through change.,Business,/course/how-to-manage-through-change/
170840,How to Write the Ultimate 1 Page Strategic Business Plan,Business,/course/how-to-write-the-ultimate-strategic-business-plan/
170844,Leadership - The #1 Key to Guaranteed Business Success,Business,/course/learn-the-leadership-secrets-of-top-income-earners/
171838,Secret Sauce of Great Writing,Business,/course/secret-sauce-of-great-writing/
172336,How to Develop Emotional Resilience to Manage Stress,Personal Development,/course/emotional-resilience/
172572,Learn Database Design with MySQL,Development,/course/learn-database-design-with-mysql/
173548,Build Your First Website in 1 Week with HTML5 and CSS3,Development,/course/build-your-first-website-in-1-week/
176138,Business Writing & Technical Writing Immersion,Marketing,/course/business-writing-immersion/
177706,Become a SpeedDemon 1: Productivity Tricks to Have More Time,Personal Development,/course/become-a-speeddemon-hack-automation-focus-efficiency-to-have-more-time/
178132,Hacking Academy: How to Monitor & Intercept Transmitted Data,IT & Software,/course/hacking-academy-monitoring-transmitted-data/
176878,Teach Anybody Anything: Reach Any Learner Anywhere,Teaching & Academics,/course/teach-all-learners-simultaneously/
179174,How To Write A Business Plan And A Winning Business Model,Business,/course/how-to-write-a-business-plan/
180806,Spiritual Shamanic Healing Initiation Into The Munay Ki,Lifestyle,/course/munay-ki/
182682,Herramientas de Photoshop CC para principiantes,Design,/course/herramientas-de-photoshop-cc-para-principiantes/
184026,jQuery y AJAX Desde Cero - La Guía Definitiva,Development,/course/curso-de-jquery/
184138,The Authentic Confidence and Self-Esteem Masterclass,Personal Development,/course/the-ultimate-confidence-coaching-program/
184636,Online Marketing: SEO & Social Media Marketing Strategy,Marketing,/course/marketing-plan-strategy-become-a-great-marketer/
187246,SEO Training Masterclass 2022: Beginner SEO To Advanced SEO,Marketing,/course/seo-with-google-other-large-platforms-to-get-great-scale/
187248,Beginner Affiliate Marketing To Start In 1 Day - For 2022,Marketing,/course/make-money-with-affiliate-marketing-earn-passive-income/
189116,Team Leadership & Team Building 2022 Master Class,Business,/course/team-kata/
191854,Stock Market Foundations,Finance & Accounting,/course/how-to-invest-in-the-stock-market-beginners/
190894,Remote Viewing Basics- Turn Intuition into Super Psychic,Personal Development,/course/remote-viewing-basics/
192004,7 Scientifically Proven Steps to Increase Your Influence,Personal Development,/course/7-scientifically-proven-steps-to-increase-your-influence/
195108,Excel Completo: De Principiante hasta Avanzado + Certificado,Office Productivity,/course/todoexcelparatuexitolaboral/
195286,Effective Time Management - Get 10X More Done in Less Time,Personal Development,/course/effective-time-management/
196152,Writing With Flair: How To Become An Exceptional Writer,Business,/course/writing-with-flair-how-to-become-an-exceptional-writer/
196320,Advanced agile communication skills for 21st Century leaders,Business,/course/advancedcommunicationskills/
198866,Master Polite English,Teaching & Academics,/course/master-polite-english/
200598,"Learn to play HARMONICA, the easiest instrument to pick up!",Music,/course/benhewlettharmonicatuitionultimate-harmonica-course/
201966,How to Be Psychic - Psychic Development for Beginners,Lifestyle,/course/how-to-be-psychic/
201594,Become a Good Matlab Programmer in 30 days,Development,/course/matlab-programming-fundamentals/
203556,SQL for NEWBS: Weekender Crash Course,Business,/course/sql-for-newbs/
203732,Value Investing Bootcamp: How to Invest Wisely,Finance & Accounting,/course/value-investing-bootcamp-how-to-invest-wisely/
205270,Salesforce New User Training,Office Productivity,/course/salesforcecom-new-user-training/
205994,Aprendendo terminal Linux pondo a mão na massa!,IT & Software,/course/aprendalinux/
208726,Learn Military Close Combat Training | Captain Chris Pizzo,Health & Fitness,/course/learn-close-combat-training-military-hand-to-hand-combat/
214008,Fundamentals of Business Analysis,Business,/course/businessanalysis/
217000,Learn to Program in Javascript: Beginner to Pro,Development,/course/programming-in-javascript/
218794,Become an Algebra Master,Teaching & Academics,/course/integralcalc-algebra/
219954,Aprenda Construct2 - Como criar um jogo de plataforma 2D,Development,/course/aprenda-construct2-como-criar-um-jogo-de-plataforma-2d/
219776,Microsoft Excel Completo - Mão na Massa!,Office Productivity,/course/excel-2013-completo/
221578,Master the Fundamentals of Math,Teaching & Academics,/course/fundamentals-of-math/
221674,"Git Complete: The definitive, step-by-step guide to Git",Development,/course/git-complete/
221696,Git Going Fast: One Hour Git Crash Course,Development,/course/git-going-fast/
222122,Master SketchUp  - A Definitive Guide From Infinite Skills,Design,/course/master-sketchup/
223772,El papel del Director de Cine,Photography & Video,/course/el-papel-del-director-de-cine/
225796,Big Data and Hadoop Essentials,Development,/course/big-data-and-hadoop-essentials-free-tutorial/
225022,Build Your Own Cyber Lab at Home,IT & Software,/course/build-your-own-cyber-lab-at-home/
231686,Moodle 3 для новичков,Teaching & Academics,/course/moodlefree/
230830,Adobe InDesign Made Easy. A Beginners Guide To InDesign,Design,/course/adobe-indesign-made-easy/
233966,Empreendedorismo,Business,/course/curso-de-empreendedorismo/
236676,R Basics - R Programming Language Introduction,Development,/course/r-basics/
236832,Kindle Secrets: How I Wrote a Best Selling eBook In 72 hours,Business,/course/how-to-become-a-kindle-best-seller/
238934,Pianoforall - Incredible New Way To Learn Piano & Keyboard,Music,/course/pianoforall-incredible-new-way-to-learn-piano-keyboard/
242180,Java Persistence: Hibernate and JPA Fundamentals,Development,/course/hibernate-and-jpa-fundamentals/
245880,Master en Inteligencia Emocional y Soft Skills YPD,Personal Development,/course/master-en-inteligencia-emocional-y-soft-skills-ypd/
246314,Appium -Mobile Testing (Android/IOS) from Scratch+Frameworks,Development,/course/mobile-automation-using-appiumselenium-3/
246392,WebServices/Rest API Testing with SoapUI +Real time Projects,Development,/course/webservices-testing-with-soap-ui/
246154,Web Design for Beginners: Real World Coding in HTML & CSS,Design,/course/web-design-for-beginners-real-world-coding-in-html-css/
246652,Selenium WebDriver 4 With Java - Novice To Ninja + Interview,Development,/course/selenium-webdriver-with-java-testng-and-log4j/
247190,C++ Tutorial for Complete Beginners,Development,/course/free-learn-c-tutorial-beginners/
249130,Visual Paradigm Essential,Development,/course/visual-paradigm-essential/
248826,Introduction to CBT: Cognitive Behavioral Therapy,Health & Fitness,/course/train-to-be-your-own-counsellor-cbt-therapist/
250516,Inspirational Screenwriting.  The #1 Screenwriting Course!,Personal Development,/course/million-dollar-screenwriter/
256758,Learn Linux in 5 Days and Level Up Your Career,IT & Software,/course/learn-linux-in-5-days/
257626,Mastering IELTS Writing: Task 2 (Achieve Band 7+ in 7 Hours),Teaching & Academics,/course/mastering-ielts-writing-task-2/
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,Finance & Accounting,/course/learn-mql4/
258316,Complete C# Unity Game Developer 2D,Development,/course/unitycourse/
260284,Chinese In 9 Weeks | Introduction Course,Teaching & Academics,/course/chinese-made-easy/
260238,Tienda Online Con WooCommerce Desde Cero,Business,/course/tienda-online-con-woocommerce-desde-cero/
260470,Forex Robots: Automate Your Trading - Practice EA Included!,Finance & Accounting,/course/backtesting/
266590,[2022] Career Hacking: World's Bestselling Job Search Course,Personal Development,/course/golden-gate-bridge/
267560,Create an eCommerce Website Using Laravel (PHP & MySQL),Development,/course/online-store-e-commerce-website-in-php-mysql-from-scratch/
268632,Database Design,Development,/course/database-design/
269394,Certified Tester ISTQB® Foundation Level (CTFL) Updated 2022,IT & Software,/course/certified-tester-foundation-level-ctfl/
269626,Nutrición Inteligente - Fundamentos,Health & Fitness,/course/nutricion-inteligente-fundamentos/
270852,Microsoft Excel - Getting Started With The MS Excel Basics,Office Productivity,/course/microsoft-excel-getting-started-with-the-basics/
270816,Learn Adobe Photoshop from Scratch,Design,/course/learn-adobe-photoshop-from-scratch/
271228,WordPress Development with Bootstrap: The Complete Course,Design,/course/bootstrap-to-wordpress/
274556,Basic Life Support (BLS),Health & Fitness,/course/basic-life-support/
277654,Master your brain: Neuroscience for personal development,Personal Development,/course/my-brain-and-i/
278454,Felicidade e Bem Estar: a visão da Psicologia Positiva,Personal Development,/course/psicologiapositiva/
280332,MarketUP - O primeiro sistema de gestão Totalmente Gratuito!,Business,/course/marketup/
281138,Learn Network Hacking From Scratch (WiFi & Wired),IT & Software,/course/wifi-hacking-penetration-testing-from-scratch/
285638,Guide to Stock Trading with Candlestick & Technical Analysis,Finance & Accounting,/course/introduction-to-japanese-candlesticks/
285934,Ask Better Questions - Build Better Relationships,Business,/course/build-better-relationships/
288620,Monitoramento com Zabbix para iniciantes [NÃO OFICIAL],IT & Software,/course/curso-zabbix/
289230,Learn and Understand AngularJS,Development,/course/learn-angularjs/
291766,Escribir un ensayo,Teaching & Academics,/course/escribir-un-ensayo/
291860,Beginner Canon Digital SLR (DSLR) Photography,Photography & Video,/course/beginner-canon-digital-slr-dslr-photography-class-jp/
292612,Project Management With MS Project - Scheduling Master Class,Business,/course/managing-projects-with-microsoft-project-scheduling-software/
292628,Learn Chinese | Level 1,Teaching & Academics,/course/chinese-made-easy-l1-understand-65-of-chinese-in-10-hours/
293112,Home Business: The Complete CPA Marketing Course,Marketing,/course/laser-targeted-traffic/
293170,Isla Verde Spa Relaxation Massage Certificate Course,Health & Fitness,/course/award-winning-isla-verde-spa-relaxation-massage-masterclass/
293814,French for Beginners : Level 1,Teaching & Academics,/course/french-for-beginner-course-level-1/
295503,Master Google Sheets (and see why it's better than Excel),Office Productivity,/course/google-spreadsheet-tutorial/
299618,Deep Tissue Massage Certificate Course (5 CEU's),Health & Fitness,/course/award-winning-isla-verde-spa-deep-tissueadvanced-techniques/
299398,Relational Database Design,Development,/course/relational-database-design/
300316,C# Developers: Double Your Coding Speed with Visual Studio ,Development,/course/visual-studio-tips-tricks/
301456,Certified Lean Six Sigma Yellow Belt Training,IT & Software,/course/six-sigma-yellow-belt/
301984,Aprende Dibujo Artístico fácilmente. Arte y creatividad.,Lifestyle,/course/dibujo-artistico-curso-basico-aprende-a-dibujar-facilmente/
302562,Financial Accounting - #1 Ranked University: Course 1 of 5,Finance & Accounting,/course/learnaccountingforfree/
304606,Learn Tableau Desktop for Accurate Business Analysis,Office Productivity,/course/tableau-desktop-10-core-skills-for-business-users/
308072,OrientDB - Getting Started with Graph and Document Databases,Development,/course/orientdb-getting-started/
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,Finance & Accounting,/course/metatrader4/
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",Finance & Accounting,/course/money-management/
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,Finance & Accounting,/course/forex-trading/
310716,Start & Run a Successful Web Design Business in 2022,Business,/course/start-and-run-a-successful-web-design-business-from-home/
311538,Foundations of Front-End Web Development,Development,/course/foundations-of-front-end-development/
312496,Complete SEO Training 2022 | Rank in Google with SEO 2022,Marketing,/course/complete-seo-training-2020-easy-seo-for-wordpress-websites/
313360,ClickBank Success – Affiliate Marketing Without A Website,Marketing,/course/clickbank-affiliate-marketing-success/
314688,Learn basic English phrases: Aprende frases básicas Ingles,Teaching & Academics,/course/aprende-ingles-con-crowdlearn/
314462,Quickstart AngularJS 1.0 [First Version Of Angular],Development,/course/quickstart-angularjs-10-first-version-of-angular/
314744,Lean Six Sigma Green Belt Online Course (2022),IT & Software,/course/lean-six-sigma-green-belt-online/
320482,"Dog CPR, First Aid + Safety for pet pros + dedicated owners",Lifestyle,/course/dog-cpr-first-aid-safety-for-pet-pros-dedicated-owners/
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,Finance & Accounting,/course/beginner-to-pro-in-excel-financial-modeling-and-valuation/
325666,Copywriting secrets - How to write copy that sells,Marketing,/course/copywriting-secrets/
327666,Complete Beginner's Guide to Digital Art,Design,/course/digital-art-101-from-beginner-to-pro/
328292,Learning Windows PowerShell,IT & Software,/course/learning-windows-powershell/
328386,Google Analytics Certification - Become Analytics Certified!,Marketing,/course/google-analytics-certification/
328476,Complete ASP NET MVC Web Development - Newbie to Ninja!,Development,/course/better-web-development-pro-techniques-for-success/
328808,SUPERHUMAN Productivity 10X: The Secret Skill Of Performance,Personal Development,/course/productivity-10x-productivity/
329824,Getting Started with Balsamiq Wireframes,Design,/course/getting-started-with-balsamiq-wireframes/
329654,Aprende Accesibilidad Web paso a paso,Development,/course/aprende-accesibilidad-web-paso-a-paso/
329970,SEO 2022: How I Hit #1 on Google - Complete Wordpress SEO,Marketing,/course/seo-ultimate-guide/
331738,Excel for Accountants: Mapping Tables,Office Productivity,/course/excel-for-accountants-mapping-tables/
333610,Introduction to networking for complete beginners,IT & Software,/course/introduction-to-networking-for-complete-beginners/
335610,Writing With Confidence: Writing Beginner To Writing Pro,Business,/course/writing-for-business/
335742,Affiliate Marketing Beginner: Sell T-Shirts with Teespring,Marketing,/course/sell-t-shirts-with-teespring-beginner/
336172,How To Remember Everything With Tom Weber,Personal Development,/course/how-to-remember-everything/
336576,El cerebro del niño,Teaching & Academics,/course/como-una-esponja-cerebro-nino-infantil/
337202,The Complete eBay Course - eBay From Beginner To Advanced,Business,/course/the-complete-ebay-course-ebay-from-beginner-to-advanced/
339906,German Made Simple: A Complete Course for Serious Learners,Teaching & Academics,/course/german-made-simple/
340844,Learn HTML & CSS: How To Start Your Web Development Career,Development,/course/how-i-landed-a-web-development-job-earned-5k-freelancing/
341182,Meet your brain: a short introduction to neuroscience,Personal Development,/course/meet-your-brain/
342074,Motivation! How to End Procrastination Once and For All,Personal Development,/course/motivation-how-to-motivate-yourself-in-any-situation/
342228,Ultimate Guide to Microsoft PowerPoint for All Levels,Office Productivity,/course/shortest-powerpoint/
343008,Linux Basics: All You Need To Know To Start,IT & Software,/course/introduction-to-linux-centos-7/
345340,Java Web Services,IT & Software,/course/java-web-services/
348116,Photoshop In-Depth: Master all of Photoshop's Tools Easily,Design,/course/photoshop-tools/
348146,Photoshop Beginners Mastery: Zero to Hero in Photoshop,Design,/course/getting-started-in-photoshop/
349958,7 Creative Leadership Skills that Drive Change,Personal Development,/course/leadership-skills-to-ignite-creativity/
352132,Master Web Design in Photoshop: Complete UI/UX Masterclass,Design,/course/master-web-design-in-photoshop/
352440,Agile PM 101 - Learn the Truth About Agile versus Waterfall,Business,/course/learn-the-truth-about-agile-versus-waterfall/
353044,Investing 101: The Complete Online Investing Course 2022,Finance & Accounting,/course/online-investing-guide/
354176,Selenium WebDriver with Java -Basics to Advanced+Frameworks,Development,/course/selenium-real-time-examplesinterview-questions/
